num, permutation, resultat, departements, valides, creuse, adjacents, tripoint
791,15071772,5023924,05-02-39-24,True,False,0,
792,15072177,5024059,05-02-40-59,True,False,1,
793,15072717,5024239,05-02-42-39,True,False,0,
794,15072771,5024257,05-02-42-57,True,False,0,
795,15077127,5025709,05-02-57-09,True,False,0,
796,15077172,5025724,05-02-57-24,True,False,0,
797,15077217,5025739,05-02-57-39,True,False,0,
798,15077271,5025757,05-02-57-57,False,False,0,
799,15077712,5025904,05-02-59-04,True,False,2,
800,15077721,5025907,05-02-59-07,True,False,1,
801,15102777,5034259,05-03-42-59,True,False,1,
802,15107277,5035759,05-03-57-59,True,False,0,
803,15107727,5035909,05-03-59-09,True,False,0,
804,15107772,5035924,05-03-59-24,True,False,0,
805,15120777,5040259,05-04-02-59,True,False,2,
806,15127077,5042359,05-04-23-59,True,True,1,
807,15127707,5042569,05-04-25-69,True,False,1,
808,15127770,5042590,05-04-25-90,True,False,2,
809,15170277,5056759,05-05-67-59,False,False,0,
810,15170727,5056909,05-05-69-09,False,False,0,
811,15170772,5056924,05-05-69-24,False,False,0,
812,15172077,5057359,05-05-73-59,False,False,0,
813,15172707,5057569,05-05-75-69,False,False,0,
814,15172770,5057590,05-05-75-90,False,False,0,
815,15177027,5059009,05-05-90-09,False,False,0,
816,15177072,5059024,05-05-90-24,False,False,0,
817,15177207,5059069,05-05-90-69,False,False,0,
818,15177270,5059090,05-05-90-90,False,False,0,
819,15177702,5059234,05-05-92-34,False,False,0,
820,15177720,5059240,05-05-92-40,False,False,0,
821,15201777,5067259,05-06-72-59,True,False,0,
822,15207177,5069059,05-06-90-59,True,False,0,
823,15207717,5069239,05-06-92-39,True,False,0,
824,15207771,5069257,05-06-92-57,True,False,0,
825,15210777,5070259,05-07-02-59,True,False,1,
826,15217077,5072359,05-07-23-59,True,True,0,
827,15217707,5072569,05-07-25-69,True,False,1,
828,15217770,5072590,05-07-25-90,True,False,1,
829,15270177,5090059,05-09-00-59,False,False,0,
830,15270717,5090239,05-09-02-39,True,False,0,
831,15270771,5090257,05-09-02-57,True,False,0,
832,15271077,5090359,05-09-03-59,True,False,0,
833,15271707,5090569,05-09-05-69,False,False,0,
834,15271770,5090590,05-09-05-90,False,False,0,
835,15277017,5092339,05-09-23-39,True,True,0,
836,15277071,5092357,05-09-23-57,True,True,0,
837,15277107,5092369,05-09-23-69,True,True,0,
838,15277170,5092390,05-09-23-90,True,True,0,
839,15277701,5092567,05-09-25-67,True,False,0,
840,15277710,5092570,05-09-25-70,True,False,1,
841,15701277,5233759,05-23-37-59,True,True,0,
842,15701727,5233909,05-23-39-09,True,True,0,
843,15701772,5233924,05-23-39-24,True,True,0,
844,15702177,5234059,05-23-40-59,True,True,0,
845,15702717,5234239,05-23-42-39,True,True,0,
846,15702771,5234257,05-23-42-57,True,True,0,
847,15707127,5235709,05-23-57-09,True,True,0,
848,15707172,5235724,05-23-57-24,True,True,0,
849,15707217,5235739,05-23-57-39,True,True,0,
850,15707271,5235757,05-23-57-57,False,True,0,
851,15707712,5235904,05-23-59-04,True,True,1,
852,15707721,5235907,05-23-59-07,True,True,0,
853,15710277,5236759,05-23-67-59,True,True,0,
854,15710727,5236909,05-23-69-09,True,True,0,
855,15710772,5236924,05-23-69-24,True,True,0,
856,15712077,5237359,05-23-73-59,True,True,1,
857,15712707,5237569,05-23-75-69,True,True,0,
858,15712770,5237590,05-23-75-90,True,True,0,
859,15717027,5239009,05-23-90-09,True,True,0,
860,15717072,5239024,05-23-90-24,True,True,0,
861,15717207,5239069,05-23-90-69,True,True,0,
862,15717270,5239090,05-23-90-90,False,True,0,
863,15717702,5239234,05-23-92-34,True,True,0,
864,15717720,5239240,05-23-92-40,True,True,0,
865,15720177,5240059,05-24-00-59,False,False,0,
866,15720717,5240239,05-24-02-39,True,False,0,
867,15720771,5240257,05-24-02-57,True,False,0,
868,15721077,5240359,05-24-03-59,True,False,0,
869,15721707,5240569,05-24-05-69,False,False,0,
870,15721770,5240590,05-24-05-90,False,False,0,
871,15727017,5242339,05-24-23-39,True,True,0,
872,15727071,5242357,05-24-23-57,True,True,0,
873,15727107,5242369,05-24-23-69,True,True,0,
874,15727170,5242390,05-24-23-90,True,True,0,
875,15727701,5242567,05-24-25-67,True,False,0,
876,15727710,5242570,05-24-25-70,True,False,1,
877,15770127,5256709,05-25-67-09,True,False,0,
878,15770172,5256724,05-25-67-24,True,False,0,
879,15770217,5256739,05-25-67-39,True,False,1,
880,15770271,5256757,05-25-67-57,True,False,1,
881,15770712,5256904,05-25-69-04,True,False,1,
882,15770721,5256907,05-25-69-07,True,False,1,
883,15771027,5257009,05-25-70-09,True,False,1,
884,15771072,5257024,05-25-70-24,True,False,1,
885,15771207,5257069,05-25-70-69,True,False,1,
886,15771270,5257090,05-25-70-90,True,False,3,25-70-90
887,15771702,5257234,05-25-72-34,True,False,0,
888,15771720,5257240,05-25-72-40,True,False,0,
889,15772017,5257339,05-25-73-39,True,False,2,
890,15772071,5257357,05-25-73-57,True,False,1,
891,15772107,5257369,05-25-73-69,True,False,1,
892,15772170,5257390,05-25-73-90,True,False,2,
893,15772701,5257567,05-25-75-67,True,False,0,
894,15772710,5257570,05-25-75-70,True,False,1,
895,15777012,5259004,05-25-90-04,True,False,2,
896,15777021,5259007,05-25-90-07,True,False,1,
897,15777102,5259034,05-25-90-34,True,False,1,
898,15777120,5259040,05-25-90-40,True,False,1,
899,15777201,5259067,05-25-90-67,True,False,1,
900,15777210,5259070,05-25-90-70,True,False,3,25-70-90
901,17012577,5670859,05-67-08-59,True,False,1,
902,17012757,5670919,05-67-09-19,True,False,0,
903,17012775,5670925,05-67-09-25,True,False,0,
904,17015277,5671759,05-67-17-59,True,False,0,
905,17015727,5671909,05-67-19-09,True,False,0,
906,17015772,5671924,05-67-19-24,True,False,1,
907,17017257,5672419,05-67-24-19,True,False,1,
908,17017275,5672425,05-67-24-25,True,False,0,
909,17017527,5672509,05-67-25-09,True,False,0,
910,17017572,5672524,05-67-25-24,True,False,0,
911,17017725,5672575,05-67-25-75,True,False,0,
912,17017752,5672584,05-67-25-84,True,False,0,
913,17021577,5673859,05-67-38-59,True,False,1,
914,17021757,5673919,05-67-39-19,True,False,0,
915,17021775,5673925,05-67-39-25,True,False,1,
916,17025177,5675059,05-67-50-59,True,False,0,
917,17025717,5675239,05-67-52-39,True,False,0,
918,17025771,5675257,05-67-52-57,True,False,1,
919,17027157,5675719,05-67-57-19,True,False,1,
920,17027175,5675725,05-67-57-25,True,False,1,
921,17027517,5675839,05-67-58-39,True,False,0,
922,17027571,5675857,05-67-58-57,True,False,1,
923,17027715,5675905,05-67-59-05,False,False,0,
924,17027751,5675917,05-67-59-17,True,False,0,
925,17051277,5683759,05-68-37-59,True,False,0,
926,17051727,5683909,05-68-39-09,True,False,0,
927,17051772,5683924,05-68-39-24,True,False,0,
928,17052177,5684059,05-68-40-59,True,False,0,
929,17052717,5684239,05-68-42-39,True,False,0,
930,17052771,5684257,05-68-42-57,True,False,0,
931,17057127,5685709,05-68-57-09,True,False,0,
932,17057172,5685724,05-68-57-24,True,False,0,
933,17057217,5685739,05-68-57-39,True,False,0,
934,17057271,5685757,05-68-57-57,False,False,0,
935,17057712,5685904,05-68-59-04,True,False,1,
936,17057721,5685907,05-68-59-07,True,False,0,
937,17071257,5690419,05-69-04-19,True,False,1,
938,17071275,5690425,05-69-04-25,True,False,1,
939,17071527,5690509,05-69-05-09,False,False,0,
940,17071572,5690524,05-69-05-24,False,False,0,
941,17071725,5690575,05-69-05-75,False,False,0,
942,17071752,5690584,05-69-05-84,False,False,0,
943,17072157,5690719,05-69-07-19,True,False,1,
944,17072175,5690725,05-69-07-25,True,False,1,
945,17072517,5690839,05-69-08-39,True,False,0,
946,17072571,5690857,05-69-08-57,True,False,0,
947,17072715,5690905,05-69-09-05,False,False,0,
948,17072751,5690917,05-69-09-17,True,False,0,
949,17075127,5691709,05-69-17-09,True,False,0,
950,17075172,5691724,05-69-17-24,True,False,0,
951,17075217,5691739,05-69-17-39,True,False,0,
952,17075271,5691757,05-69-17-57,True,False,0,
953,17075712,5691904,05-69-19-04,True,False,1,
954,17075721,5691907,05-69-19-07,True,False,1,
955,17077125,5692375,05-69-23-75,True,True,0,
956,17077152,5692384,05-69-23-84,True,True,0,
957,17077215,5692405,05-69-24-05,False,False,0,
958,17077251,5692417,05-69-24-17,True,False,1,
959,17077512,5692504,05-69-25-04,True,False,1,
960,17077521,5692507,05-69-25-07,True,False,1,
961,17102577,5700859,05-70-08-59,True,False,1,
962,17102757,5700919,05-70-09-19,True,False,0,
963,17102775,5700925,05-70-09-25,True,False,1,
964,17105277,5701759,05-70-17-59,True,False,0,
965,17105727,5701909,05-70-19-09,True,False,0,
966,17105772,5701924,05-70-19-24,True,False,1,
967,17107257,5702419,05-70-24-19,True,False,1,
968,17107275,5702425,05-70-24-25,True,False,1,
969,17107527,5702509,05-70-25-09,True,False,1,
970,17107572,5702524,05-70-25-24,True,False,1,
971,17107725,5702575,05-70-25-75,True,False,1,
972,17107752,5702584,05-70-25-84,True,False,1,
973,17120577,5706859,05-70-68-59,True,False,0,
974,17120757,5706919,05-70-69-19,True,False,0,
975,17120775,5706925,05-70-69-25,True,False,1,
976,17125077,5708359,05-70-83-59,True,False,0,
977,17125707,5708569,05-70-85-69,True,False,0,
978,17125770,5708590,05-70-85-90,True,False,1,
979,17127057,5709019,05-70-90-19,True,False,1,
980,17127075,5709025,05-70-90-25,True,False,3,25-70-90
981,17127507,5709169,05-70-91-69,True,False,0,
982,17127570,5709190,05-70-91-90,True,False,1,
983,17127705,5709235,05-70-92-35,True,False,0,
984,17127750,5709250,05-70-92-50,True,False,0,
985,17150277,5716759,05-71-67-59,True,False,0,
986,17150727,5716909,05-71-69-09,True,False,1,
987,17150772,5716924,05-71-69-24,True,False,1,
988,17152077,5717359,05-71-73-59,True,False,1,
989,17152707,5717569,05-71-75-69,True,False,1,
990,17152770,5717590,05-71-75-90,True,False,0,
991,17157027,5719009,05-71-90-09,True,False,0,
992,17157072,5719024,05-71-90-24,True,False,0,
993,17157207,5719069,05-71-90-69,True,False,1,
994,17157270,5719090,05-71-90-90,False,False,0,
995,17157702,5719234,05-71-92-34,True,False,0,
996,17157720,5719240,05-71-92-40,True,False,0,
997,17170257,5723419,05-72-34-19,True,False,0,
998,17170275,5723425,05-72-34-25,True,False,0,
999,17170527,5723509,05-72-35-09,True,False,0,
1000,17170572,5723524,05-72-35-24,True,False,0,
1001,17170725,5723575,05-72-35-75,True,False,0,
1002,17170752,5723584,05-72-35-84,True,False,0,
1003,17172057,5724019,05-72-40-19,True,False,0,
1004,17172075,5724025,05-72-40-25,True,False,0,
1005,17172507,5724169,05-72-41-69,True,False,1,
1006,17172570,5724190,05-72-41-90,True,False,1,
1007,17172705,5724235,05-72-42-35,True,False,0,
1008,17172750,5724250,05-72-42-50,True,False,0,
1009,17175027,5725009,05-72-50-09,True,False,0,
1010,17175072,5725024,05-72-50-24,True,False,0,
1011,17175207,5725069,05-72-50-69,True,False,0,
1012,17175270,5725090,05-72-50-90,True,False,0,
1013,17175702,5725234,05-72-52-34,True,False,0,
1014,17175720,5725240,05-72-52-40,True,False,0,
1015,17177025,5725675,05-72-56-75,True,False,0,
1016,17177052,5725684,05-72-56-84,True,False,0,
1017,17177205,5725735,05-72-57-35,True,False,0,
1018,17177250,5725750,05-72-57-50,True,False,0,
1019,17177502,5725834,05-72-58-34,True,False,0,
1020,17177520,5725840,05-72-58-40,True,False,0,
1021,17201577,5733859,05-73-38-59,True,False,3,05-38-73
1022,17201757,5733919,05-73-39-19,True,False,1,
1023,17201775,5733925,05-73-39-25,True,False,2,
1024,17205177,5735059,05-73-50-59,True,False,1,
1025,17205717,5735239,05-73-52-39,True,False,1,
1026,17205771,5735257,05-73-52-57,True,False,1,
1027,17207157,5735719,05-73-57-19,True,False,1,
1028,17207175,5735725,05-73-57-25,True,False,1,
1029,17207517,5735839,05-73-58-39,True,False,1,
1030,17207571,5735857,05-73-58-57,True,False,1,
1031,17207715,5735905,05-73-59-05,False,False,0,
1032,17207751,5735917,05-73-59-17,True,False,1,
1033,17210577,5736859,05-73-68-59,True,False,1,
1034,17210757,5736919,05-73-69-19,True,False,1,
1035,17210775,5736925,05-73-69-25,True,False,1,
1036,17215077,5738359,05-73-83-59,True,False,1,
1037,17215707,5738569,05-73-85-69,True,False,1,
1038,17215770,5738590,05-73-85-90,True,False,1,
1039,17217057,5739019,05-73-90-19,True,False,1,
1040,17217075,5739025,05-73-90-25,True,False,2,
1041,17217507,5739169,05-73-91-69,True,False,1,
1042,17217570,5739190,05-73-91-90,True,False,1,
1043,17217705,5739235,05-73-92-35,True,False,1,
1044,17217750,5739250,05-73-92-50,True,False,1,
1045,17250177,5750059,05-75-00-59,False,False,0,
1046,17250717,5750239,05-75-02-39,True,False,0,
1047,17250771,5750257,05-75-02-57,True,False,0,
1048,17251077,5750359,05-75-03-59,True,False,0,
1049,17251707,5750569,05-75-05-69,False,False,0,
1050,17251770,5750590,05-75-05-90,False,False,0,
1051,17257017,5752339,05-75-23-39,True,True,0,
1052,17257071,5752357,05-75-23-57,True,True,0,
1053,17257107,5752369,05-75-23-69,True,True,0,
1054,17257170,5752390,05-75-23-90,True,True,0,
1055,17257701,5752567,05-75-25-67,True,False,0,
1056,17257710,5752570,05-75-25-70,True,False,1,
1057,17270157,5756719,05-75-67-19,True,False,0,
1058,17270175,5756725,05-75-67-25,True,False,0,
1059,17270517,5756839,05-75-68-39,True,False,0,
1060,17270571,5756857,05-75-68-57,True,False,0,
1061,17270715,5756905,05-75-69-05,False,False,0,
1062,17270751,5756917,05-75-69-17,True,False,0,
1063,17271057,5757019,05-75-70-19,True,False,0,
1064,17271075,5757025,05-75-70-25,True,False,1,
1065,17271507,5757169,05-75-71-69,True,False,1,
1066,17271570,5757190,05-75-71-90,True,False,0,
1067,17271705,5757235,05-75-72-35,True,False,0,
1068,17271750,5757250,05-75-72-50,True,False,0,
1069,17275017,5758339,05-75-83-39,True,False,0,
1070,17275071,5758357,05-75-83-57,True,False,0,
1071,17275107,5758369,05-75-83-69,True,False,0,
1072,17275170,5758390,05-75-83-90,True,False,0,
1073,17275701,5758567,05-75-85-67,True,False,0,
1074,17275710,5758570,05-75-85-70,True,False,0,
1075,17277015,5759005,05-75-90-05,False,False,0,
1076,17277051,5759017,05-75-90-17,True,False,0,
1077,17277105,5759035,05-75-90-35,True,False,0,
1078,17277150,5759050,05-75-90-50,True,False,0,
1079,17277501,5759167,05-75-91-67,True,False,0,
1080,17277510,5759170,05-75-91-70,True,False,0,
1081,17501277,5833759,05-83-37-59,True,False,0,
1082,17501727,5833909,05-83-39-09,True,False,0,
1083,17501772,5833924,05-83-39-24,True,False,0,
1084,17502177,5834059,05-83-40-59,True,False,0,
1085,17502717,5834239,05-83-42-39,True,False,0,
1086,17502771,5834257,05-83-42-57,True,False,0,
1087,17507127,5835709,05-83-57-09,True,False,0,
1088,17507172,5835724,05-83-57-24,True,False,0,
1089,17507217,5835739,05-83-57-39,True,False,0,
1090,17507271,5835757,05-83-57-57,False,False,0,
1091,17507712,5835904,05-83-59-04,True,False,2,
1092,17507721,5835907,05-83-59-07,True,False,0,
1093,17510277,5836759,05-83-67-59,True,False,0,
1094,17510727,5836909,05-83-69-09,True,False,0,
1095,17510772,5836924,05-83-69-24,True,False,0,
1096,17512077,5837359,05-83-73-59,True,False,1,
1097,17512707,5837569,05-83-75-69,True,False,0,
1098,17512770,5837590,05-83-75-90,True,False,0,
1099,17517027,5839009,05-83-90-09,True,False,0,
1100,17517072,5839024,05-83-90-24,True,False,0,
1101,17517207,5839069,05-83-90-69,True,False,0,
1102,17517270,5839090,05-83-90-90,False,False,0,
1103,17517702,5839234,05-83-92-34,True,False,0,
1104,17517720,5839240,05-83-92-40,True,False,0,
1105,17520177,5840059,05-84-00-59,False,False,0,
1106,17520717,5840239,05-84-02-39,True,False,0,
1107,17520771,5840257,05-84-02-57,True,False,0,
1108,17521077,5840359,05-84-03-59,True,False,0,
1109,17521707,5840569,05-84-05-69,False,False,0,
1110,17521770,5840590,05-84-05-90,False,False,0,
1111,17527017,5842339,05-84-23-39,True,True,0,
1112,17527071,5842357,05-84-23-57,True,True,0,
1113,17527107,5842369,05-84-23-69,True,True,0,
1114,17527170,5842390,05-84-23-90,True,True,0,
1115,17527701,5842567,05-84-25-67,True,False,0,
1116,17527710,5842570,05-84-25-70,True,False,1,
1117,17570127,5856709,05-85-67-09,True,False,0,
1118,17570172,5856724,05-85-67-24,True,False,0,
1119,17570217,5856739,05-85-67-39,True,False,0,
1120,17570271,5856757,05-85-67-57,True,False,1,
1121,17570712,5856904,05-85-69-04,True,False,1,
1122,17570721,5856907,05-85-69-07,True,False,1,
1123,17571027,5857009,05-85-70-09,True,False,0,
1124,17571072,5857024,05-85-70-24,True,False,0,
1125,17571207,5857069,05-85-70-69,True,False,0,
1126,17571270,5857090,05-85-70-90,True,False,1,
1127,17571702,5857234,05-85-72-34,True,False,0,
1128,17571720,5857240,05-85-72-40,True,False,0,
1129,17572017,5857339,05-85-73-39,True,False,1,
1130,17572071,5857357,05-85-73-57,True,False,1,
1131,17572107,5857369,05-85-73-69,True,False,1,
1132,17572170,5857390,05-85-73-90,True,False,1,
1133,17572701,5857567,05-85-75-67,True,False,0,
1134,17572710,5857570,05-85-75-70,True,False,0,
1135,17577012,5859004,05-85-90-04,True,False,1,
1136,17577021,5859007,05-85-90-07,True,False,0,
1137,17577102,5859034,05-85-90-34,True,False,0,
1138,17577120,5859040,05-85-90-40,True,False,0,
1139,17577201,5859067,05-85-90-67,True,False,0,
1140,17577210,5859070,05-85-90-70,True,False,1,
1141,17701257,5900419,05-90-04-19,True,False,1,
1142,17701275,5900425,05-90-04-25,True,False,2,
1143,17701527,5900509,05-90-05-09,False,False,0,
1144,17701572,5900524,05-90-05-24,False,False,0,
1145,17701725,5900575,05-90-05-75,False,False,0,
1146,17701752,5900584,05-90-05-84,False,False,0,
1147,17702157,5900719,05-90-07-19,True,False,0,
1148,17702175,5900725,05-90-07-25,True,False,1,
1149,17702517,5900839,05-90-08-39,True,False,0,
1150,17702571,5900857,05-90-08-57,True,False,0,
1151,17702715,5900905,05-90-09-05,False,False,0,
1152,17702751,5900917,05-90-09-17,True,False,0,
1153,17705127,5901709,05-90-17-09,True,False,0,
1154,17705172,5901724,05-90-17-24,True,False,0,
1155,17705217,5901739,05-90-17-39,True,False,0,
1156,17705271,5901757,05-90-17-57,True,False,0,
1157,17705712,5901904,05-90-19-04,True,False,1,
1158,17705721,5901907,05-90-19-07,True,False,0,
1159,17707125,5902375,05-90-23-75,True,True,0,
1160,17707152,5902384,05-90-23-84,True,True,0,
1161,17707215,5902405,05-90-24-05,False,False,0,
1162,17707251,5902417,05-90-24-17,True,False,1,
1163,17707512,5902504,05-90-25-04,True,False,2,
1164,17707521,5902507,05-90-25-07,True,False,1,
1165,17710257,5903419,05-90-34-19,True,False,0,
1166,17710275,5903425,05-90-34-25,True,False,1,
1167,17710527,5903509,05-90-35-09,True,False,0,
1168,17710572,5903524,05-90-35-24,True,False,0,
1169,17710725,5903575,05-90-35-75,True,False,0,
1170,17710752,5903584,05-90-35-84,True,False,0,
1171,17712057,5904019,05-90-40-19,True,False,0,
1172,17712075,5904025,05-90-40-25,True,False,1,
1173,17712507,5904169,05-90-41-69,True,False,0,
1174,17712570,5904190,05-90-41-90,False,False,0,
1175,17712705,5904235,05-90-42-35,True,False,0,
1176,17712750,5904250,05-90-42-50,True,False,0,
1177,17715027,5905009,05-90-50-09,True,False,0,
1178,17715072,5905024,05-90-50-24,True,False,0,
1179,17715207,5905069,05-90-50-69,True,False,0,
1180,17715270,5905090,05-90-50-90,False,False,0,
1181,17715702,5905234,05-90-52-34,True,False,0,
1182,17715720,5905240,05-90-52-40,True,False,0,
1183,17717025,5905675,05-90-56-75,True,False,0,
1184,17717052,5905684,05-90-56-84,True,False,0,
1185,17717205,5905735,05-90-57-35,True,False,0,
1186,17717250,5905750,05-90-57-50,True,False,0,
1187,17717502,5905834,05-90-58-34,True,False,0,
1188,17717520,5905840,05-90-58-40,True,False,0,
1189,17720157,5906719,05-90-67-19,True,False,0,
1190,17720175,5906725,05-90-67-25,True,False,1,
1191,17720517,5906839,05-90-68-39,True,False,1,
1192,17720571,5906857,05-90-68-57,True,False,1,
1193,17720715,5906905,05-90-69-05,False,False,0,
1194,17720751,5906917,05-90-69-17,True,False,0,
1195,17721057,5907019,05-90-70-19,True,False,1,
1196,17721075,5907025,05-90-70-25,True,False,3,25-70-90
1197,17721507,5907169,05-90-71-69,True,False,1,
1198,17721570,5907190,05-90-71-90,False,False,0,
1199,17721705,5907235,05-90-72-35,True,False,0,
1200,17721750,5907250,05-90-72-50,True,False,0,
1201,17725017,5908339,05-90-83-39,True,False,0,
1202,17725071,5908357,05-90-83-57,True,False,0,
1203,17725107,5908369,05-90-83-69,True,False,0,
1204,17725170,5908390,05-90-83-90,False,False,0,
1205,17725701,5908567,05-90-85-67,True,False,0,
1206,17725710,5908570,05-90-85-70,True,False,1,
1207,17727015,5909005,05-90-90-05,False,False,0,
1208,17727051,5909017,05-90-90-17,False,False,0,
1209,17727105,5909035,05-90-90-35,False,False,0,
1210,17727150,5909050,05-90-90-50,False,False,0,
1211,17727501,5909167,05-90-91-67,True,False,0,
1212,17727510,5909170,05-90-91-70,True,False,1,
1213,17750127,5916709,05-91-67-09,True,False,0,
1214,17750172,5916724,05-91-67-24,True,False,0,
1215,17750217,5916739,05-91-67-39,True,False,0,
1216,17750271,5916757,05-91-67-57,True,False,1,
1217,17750712,5916904,05-91-69-04,True,False,1,
1218,17750721,5916907,05-91-69-07,True,False,1,
1219,17751027,5917009,05-91-70-09,True,False,0,
1220,17751072,5917024,05-91-70-24,True,False,0,
1221,17751207,5917069,05-91-70-69,True,False,0,
1222,17751270,5917090,05-91-70-90,True,False,1,
1223,17751702,5917234,05-91-72-34,True,False,0,
1224,17751720,5917240,05-91-72-40,True,False,0,
1225,17752017,5917339,05-91-73-39,True,False,1,
1226,17752071,5917357,05-91-73-57,True,False,1,
1227,17752107,5917369,05-91-73-69,True,False,1,
1228,17752170,5917390,05-91-73-90,True,False,1,
1229,17752701,5917567,05-91-75-67,True,False,0,
1230,17752710,5917570,05-91-75-70,True,False,0,
1231,17757012,5919004,05-91-90-04,True,False,1,
1232,17757021,5919007,05-91-90-07,True,False,0,
1233,17757102,5919034,05-91-90-34,True,False,0,
1234,17757120,5919040,05-91-90-40,True,False,0,
1235,17757201,5919067,05-91-90-67,True,False,0,
1236,17757210,5919070,05-91-90-70,True,False,1,
1237,17770125,5923375,05-92-33-75,True,False,1,
1238,17770152,5923384,05-92-33-84,True,False,0,
1239,17770215,5923405,05-92-34-05,False,False,0,
1240,17770251,5923417,05-92-34-17,True,False,0,
1241,17770512,5923504,05-92-35-04,True,False,1,
1242,17770521,5923507,05-92-35-07,True,False,0,
1243,17771025,5923675,05-92-36-75,True,False,1,
1244,17771052,5923684,05-92-36-84,True,False,0,
1245,17771205,5923735,05-92-37-35,True,False,0,
1246,17771250,5923750,05-92-37-50,True,False,0,
1247,17771502,5923834,05-92-38-34,True,False,1,
1248,17771520,5923840,05-92-38-40,True,False,1,
1249,17772015,5924005,05-92-40-05,False,False,0,
1250,17772051,5924017,05-92-40-17,True,False,0,
1251,17772105,5924035,05-92-40-35,True,False,0,
1252,17772150,5924050,05-92-40-50,True,False,0,
1253,17772501,5924167,05-92-41-67,True,False,0,
1254,17772510,5924170,05-92-41-70,True,False,0,
1255,17775012,5925004,05-92-50-04,True,False,1,
1256,17775021,5925007,05-92-50-07,True,False,0,
1257,17775102,5925034,05-92-50-34,True,False,0,
1258,17775120,5925040,05-92-50-40,True,False,0,
1259,17775201,5925067,05-92-50-67,True,False,0,
1260,17775210,5925070,05-92-50-70,True,False,0,
1261,20115777,6705259,06-70-52-59,True,False,1,
1262,20117577,6705859,06-70-58-59,True,False,0,
1263,20117757,6705919,06-70-59-19,True,False,0,
1264,20117775,6705925,06-70-59-25,True,False,1,
1265,20151777,6717259,06-71-72-59,True,False,0,
1266,20157177,6719059,06-71-90-59,True,False,0,
1267,20157717,6719239,06-71-92-39,True,False,1,
1268,20157771,6719257,06-71-92-57,True,False,0,
1269,20171577,6723859,06-72-38-59,True,False,0,
1270,20171757,6723919,06-72-39-19,True,False,0,
1271,20171775,6723925,06-72-39-25,True,False,1,
1272,20175177,6725059,06-72-50-59,True,False,0,
1273,20175717,6725239,06-72-52-39,True,False,0,
1274,20175771,6725257,06-72-52-57,True,False,0,
1275,20177157,6725719,06-72-57-19,True,False,0,
1276,20177175,6725725,06-72-57-25,True,False,0,
1277,20177517,6725839,06-72-58-39,True,False,0,
1278,20177571,6725857,06-72-58-57,True,False,0,
1279,20177715,6725905,06-72-59-05,True,False,0,
1280,20177751,6725917,06-72-59-17,True,False,0,
1281,20511777,6837259,06-83-72-59,True,False,1,
1282,20517177,6839059,06-83-90-59,True,False,1,
1283,20517717,6839239,06-83-92-39,True,False,1,
1284,20517771,6839257,06-83-92-57,True,False,1,
1285,20571177,6857059,06-85-70-59,True,False,0,
1286,20571717,6857239,06-85-72-39,True,False,0,
1287,20571771,6857257,06-85-72-57,True,False,0,
1288,20577117,6859039,06-85-90-39,True,False,0,
1289,20577171,6859057,06-85-90-57,True,False,0,
1290,20577711,6859237,06-85-92-37,True,False,0,
1291,20711577,6903859,06-90-38-59,True,False,0,
1292,20711757,6903919,06-90-39-19,True,False,0,
1293,20711775,6903925,06-90-39-25,True,False,2,
1294,20715177,6905059,06-90-50-59,True,False,0,
1295,20715717,6905239,06-90-52-39,True,False,0,
1296,20715771,6905257,06-90-52-57,True,False,0,
1297,20717157,6905719,06-90-57-19,True,False,0,
1298,20717175,6905725,06-90-57-25,True,False,1,
1299,20717517,6905839,06-90-58-39,True,False,0,
1300,20717571,6905857,06-90-58-57,True,False,0,
1301,20717715,6905905,06-90-59-05,True,False,0,
1302,20717751,6905917,06-90-59-17,True,False,0,
1303,20751177,6917059,06-91-70-59,True,False,0,
1304,20751717,6917239,06-91-72-39,True,False,0,
1305,20751771,6917257,06-91-72-57,True,False,0,
1306,20757117,6919039,06-91-90-39,True,False,0,
1307,20757171,6919057,06-91-90-57,True,False,0,
1308,20757711,6919237,06-91-92-37,True,False,1,
1309,20771157,6923719,06-92-37-19,True,False,0,
1310,20771175,6923725,06-92-37-25,True,False,0,
1311,20771517,6923839,06-92-38-39,True,False,0,
1312,20771571,6923857,06-92-38-57,True,False,0,
1313,20771715,6923905,06-92-39-05,True,False,0,
1314,20771751,6923917,06-92-39-17,True,False,0,
1315,20775117,6925039,06-92-50-39,True,False,0,
1316,20775171,6925057,06-92-50-57,True,False,0,
1317,20775711,6925237,06-92-52-37,True,False,0,
1318,20777115,6925705,06-92-57-05,True,False,0,
1319,20777151,6925717,06-92-57-17,True,False,0,
1320,20777511,6925837,06-92-58-37,True,False,0,
1321,21015777,7005259,07-00-52-59,False,False,0,
1322,21017577,7005859,07-00-58-59,False,False,0,
1323,21017757,7005919,07-00-59-19,False,False,0,
1324,21017775,7005925,07-00-59-25,False,False,0,
1325,21051777,7017259,07-01-72-59,True,False,0,
1326,21057177,7019059,07-01-90-59,True,False,0,
1327,21057717,7019239,07-01-92-39,True,False,1,
1328,21057771,7019257,07-01-92-57,True,False,0,
1329,21071577,7023859,07-02-38-59,True,False,2,
1330,21071757,7023919,07-02-39-19,True,False,0,
1331,21071775,7023925,07-02-39-25,True,False,1,
1332,21075177,7025059,07-02-50-59,True,False,1,
1333,21075717,7025239,07-02-52-39,True,False,0,
1334,21075771,7025257,07-02-52-57,True,False,0,
